YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE,GENERATION (Megawatthours)
2001,1,SD,Total Electric Power Industry,Coal,"326,204"
2001,1,SD,Total Electric Power Industry,Petroleum,"23,339"
2001,1,SD,Total Electric Power Industry,Natural Gas,"4,683"
2001,1,SD,Total Electric Power Industry,Hydroelectric Conventional,"274,146"
2001,1,SD,Total Electric Power Industry,Wind,0
2001,1,SD,Total Electric Power Industry,Total,"628,372"
2001,1,SD,"Electric Generators, Electric Utilities",Coal,"326,204"
2001,1,SD,"Electric Generators, Electric Utilities",Petroleum,"23,339"
2001,1,SD,"Electric Generators, Electric Utilities",Natural Gas,"4,683"
2001,1,SD,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"274,146"
2001,1,SD,"Electric Generators, Electric Utilities",Wind,0
2001,1,SD,"Electric Generators, Electric Utilities",Total,"628,372"
2001,1,TN,Total Electric Power Industry,Coal,"5,899,864"
2001,1,TN,Total Electric Power Industry,Petroleum,"139,093"
2001,1,TN,Total Electric Power Industry,Natural Gas,"17,145"
2001,1,TN,Total Electric Power Industry,Other Gases,"1,063"
2001,1,TN,Total Electric Power Industry,Nuclear,"2,581,022"
2001,1,TN,Total Electric Power Industry,Hydroelectric Conventional,"445,056"
2001,1,TN,Total Electric Power Industry,Wood and Wood Derived Fuels,"71,795"
2001,1,TN,Total Electric Power Industry,Other Biomass,"2,846"
2001,1,TN,Total Electric Power Industry,Pumped Storage,"-52,109"
2001,1,TN,Total Electric Power Industry,Other,462
2001,1,TN,Total Electric Power Industry,Total,"9,106,237"
2001,1,TN,"Electric Generators, Electric Utilities",Coal,"5,756,546"
2001,1,TN,"Electric Generators, Electric Utilities",Petroleum,"133,050"
2001,1,TN,"Electric Generators, Electric Utilities",Natural Gas,0
2001,1,TN,"Electric Generators, Electric Utilities",Nuclear,"2,581,022"
2001,1,TN,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"432,204"
2001,1,TN,"Electric Generators, Electric Utilities",Pumped Storage,"-52,109"
2001,1,TN,"Electric Generators, Electric Utilities",Total,"8,850,713"
2001,1,TN,"Electric Generators, Independent Power Producers",Natural Gas,0
2001,1,TN,"Electric Generators, Independent Power Producers",Other Biomass,"2,234"
2001,1,TN,"Electric Generators, Independent Power Producers",Total,"2,234"
2001,1,TN,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,15
2001,1,TN,"Combined Heat and Power, Electric Power",Total,15
2001,1,TN,"Combined Heat and Power, Commercial Power",Coal,"3,287"
2001,1,TN,"Combined Heat and Power, Commercial Power",Natural Gas,"3,707"
2001,1,TN,"Combined Heat and Power, Commercial Power",Other Biomass,612
2001,1,TN,"Combined Heat and Power, Commercial Power",Other,462
2001,1,TN,"Combined Heat and Power, Commercial Power",Total,"8,068"
2001,1,TN,"Combined Heat and Power, Industrial Power",Coal,"140,031"
2001,1,TN,"Combined Heat and Power, Industrial Power",Petroleum,"6,043"
2001,1,TN,"Combined Heat and Power, Industrial Power",Natural Gas,"13,438"
2001,1,TN,"Combined Heat and Power, Industrial Power",Other Gases,"1,063"
2001,1,TN,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,"12,852"
2001,1,TN,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"71,780"
2001,1,TN,"Combined Heat and Power, Industrial Power",Other,0
2001,1,TN,"Combined Heat and Power, Industrial Power",Total,"245,207"
2001,1,TX,Total Electric Power Industry,Coal,"11,683,911"
2001,1,TX,Total Electric Power Industry,Petroleum,"1,428,770"
2001,1,TX,Total Electric Power Industry,Natural Gas,"13,750,546"
2001,1,TX,Total Electric Power Industry,Other Gases,"146,044"
2001,1,TX,Total Electric Power Industry,Nuclear,"3,545,310"
2001,1,TX,Total Electric Power Industry,Hydroelectric Conventional,"138,093"
2001,1,TX,Total Electric Power Industry,Wind,"83,931"
2001,1,TX,Total Electric Power Industry,Solar Thermal and Photovoltaic,0
2001,1,TX,Total Electric Power Industry,Wood and Wood Derived Fuels,"83,435"
2001,1,TX,Total Electric Power Industry,Other Biomass,"8,587"
2001,1,TX,Total Electric Power Industry,Other,"132,652"
2001,1,TX,Total Electric Power Industry,Total,"31,001,280"
2001,1,TX,"Electric Generators, Electric Utilities",Coal,"11,431,832"
2001,1,TX,"Electric Generators, Electric Utilities",Petroleum,"1,317,036"
2001,1,TX,"Electric Generators, Electric Utilities",Natural Gas,"6,018,527"
2001,1,TX,"Electric Generators, Electric Utilities",Nuclear,"3,545,310"
2001,1,TX,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"137,627"
2001,1,TX,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,0
2001,1,TX,"Electric Generators, Electric Utilities",Total,"22,450,333"
2001,1,TX,"Electric Generators, Independent Power Producers",Coal,0
2001,1,TX,"Electric Generators, Independent Power Producers",Petroleum,261
2001,1,TX,"Electric Generators, Independent Power Producers",Natural Gas,"1,856,581"
2001,1,TX,"Electric Generators, Independent Power Producers",Nuclear,0
2001,1,TX,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,466
2001,1,TX,"Electric Generators, Independent Power Producers",Wind,"83,931"
2001,1,TX,"Electric Generators, Independent Power Producers",Other Biomass,"2,749"
2001,1,TX,"Electric Generators, Independent Power Producers",Total,"1,943,988"
2001,1,TX,"Combined Heat and Power, Electric Power",Petroleum,"101,277"
2001,1,TX,"Combined Heat and Power, Electric Power",Natural Gas,"2,931,926"
2001,1,TX,"Combined Heat and Power, Electric Power",Other Biomass,"1,357"
2001,1,TX,"Combined Heat and Power, Electric Power",Total,"3,034,560"
2001,1,TX,"Combined Heat and Power, Commercial Power",Petroleum,337
2001,1,TX,"Combined Heat and Power, Commercial Power",Natural Gas,"34,844"
2001,1,TX,"Combined Heat and Power, Commercial Power",Other Biomass,498
2001,1,TX,"Combined Heat and Power, Commercial Power",Total,"35,679"
2001,1,TX,"Combined Heat and Power, Industrial Power",Coal,"252,079"
2001,1,TX,"Combined Heat and Power, Industrial Power",Petroleum,"9,859"
2001,1,TX,"Combined Heat and Power, Industrial Power",Natural Gas,"2,908,668"
2001,1,TX,"Combined Heat and Power, Industrial Power",Other Gases,"146,044"
2001,1,TX,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"83,435"
2001,1,TX,"Combined Heat and Power, Industrial Power",Other Biomass,"3,983"
2001,1,TX,"Combined Heat and Power, Industrial Power",Other,"132,652"
2001,1,TX,"Combined Heat and Power, Industrial Power",Total,"3,536,720"
2001,1,UT,Total Electric Power Industry,Coal,"2,768,620"
2001,1,UT,Total Electric Power Industry,Petroleum,"3,817"
2001,1,UT,Total Electric Power Industry,Natural Gas,"130,380"
2001,1,UT,Total Electric Power Industry,Hydroelectric Conventional,"39,808"
2001,1,UT,Total Electric Power Industry,Geothermal,"13,716"
2001,1,UT,Total Electric Power Industry,Other Biomass,514
2001,1,UT,Total Electric Power Industry,Other,388
2001,1,UT,Total Electric Power Industry,Total,"2,957,243"
2001,1,UT,"Electric Generators, Electric Utilities",Coal,"2,727,718"
2001,1,UT,"Electric Generators, Electric Utilities",Petroleum,"3,813"
2001,1,UT,"Electric Generators, Electric Utilities",Natural Gas,"114,218"
2001,1,UT,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"39,136"
2001,1,UT,"Electric Generators, Electric Utilities",Geothermal,"13,716"
2001,1,UT,"Electric Generators, Electric Utilities",Total,"2,898,601"
2001,1,UT,"Electric Generators, Independent Power Producers",Coal,"33,287"
2001,1,UT,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,672
2001,1,UT,"Electric Generators, Independent Power Producers",Total,"33,959"
2001,1,UT,"Combined Heat and Power, Electric Power",Petroleum,4
2001,1,UT,"Combined Heat and Power, Electric Power",Other Biomass,514
2001,1,UT,"Combined Heat and Power, Electric Power",Other,388
2001,1,UT,"Combined Heat and Power, Electric Power",Total,906
2001,1,UT,"Combined Heat and Power, Commercial Power",Natural Gas,"1,166"
2001,1,UT,"Combined Heat and Power, Commercial Power",Total,"1,166"
2001,1,UT,"Combined Heat and Power, Industrial Power",Coal,"7,615"
2001,1,UT,"Combined Heat and Power, Industrial Power",Natural Gas,"14,996"
2001,1,UT,"Combined Heat and Power, Industrial Power",Total,"22,611"
2001,1,VA,Total Electric Power Industry,Coal,"3,547,017"
2001,1,VA,Total Electric Power Industry,Petroleum,"652,348"
2001,1,VA,Total Electric Power Industry,Natural Gas,"235,306"
2001,1,VA,Total Electric Power Industry,Nuclear,"2,555,570"
2001,1,VA,Total Electric Power Industry,Hydroelectric Conventional,"73,369"
2001,1,VA,Total Electric Power Industry,Solar Thermal and Photovoltaic,0
2001,1,VA,Total Electric Power Industry,Wood and Wood Derived Fuels,"109,737"
2001,1,VA,Total Electric Power Industry,Other Biomass,"51,226"
2001,1,VA,Total Electric Power Industry,Pumped Storage,"-140,226"
2001,1,VA,Total Electric Power Industry,Other,"32,721"
2001,1,VA,Total Electric Power Industry,Total,"7,117,068"
2001,1,VA,"Electric Generators, Electric Utilities",Coal,"2,838,710"
2001,1,VA,"Electric Generators, Electric Utilities",Petroleum,"498,395"
2001,1,VA,"Electric Generators, Electric Utilities",Natural Gas,"4,498"
2001,1,VA,"Electric Generators, Electric Utilities",Nuclear,"2,555,570"
2001,1,VA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"68,722"
2001,1,VA,"Electric Generators, Electric Utilities",Solar Thermal and Photovoltaic,0
2001,1,VA,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,0
2001,1,VA,"Electric Generators, Electric Utilities",Pumped Storage,"-140,226"
2001,1,VA,"Electric Generators, Electric Utilities",Total,"5,825,669"
2001,1,VA,"Electric Generators, Independent Power Producers",Coal,"201,059"
2001,1,VA,"Electric Generators, Independent Power Producers",Petroleum,"112,207"
2001,1,VA,"Electric Generators, Independent Power Producers",Natural Gas,"202,187"
2001,1,VA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"4,498"
2001,1,VA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,72
2001,1,VA,"Electric Generators, Independent Power Producers",Other Biomass,"37,221"
2001,1,VA,"Electric Generators, Independent Power Producers",Other,"23,023"
2001,1,VA,"Electric Generators, Independent Power Producers",Total,"580,267"
2001,1,VA,"Combined Heat and Power, Electric Power",Coal,"427,514"
2001,1,VA,"Combined Heat and Power, Electric Power",Petroleum,"1,715"
2001,1,VA,"Combined Heat and Power, Electric Power",Natural Gas,"2,199"
2001,1,VA,"Combined Heat and Power, Electric Power",Wood and Wood Derived Fuels,316
2001,1,VA,"Combined Heat and Power, Electric Power",Other Biomass,"1,417"
2001,1,VA,"Combined Heat and Power, Electric Power",Total,"433,161"
2001,1,VA,"Combined Heat and Power, Commercial Power",Coal,565
2001,1,VA,"Combined Heat and Power, Commercial Power",Petroleum,"26,123"
2001,1,VA,"Combined Heat and Power, Commercial Power",Natural Gas,"13,496"
2001,1,VA,"Combined Heat and Power, Commercial Power",Other Biomass,"12,416"
2001,1,VA,"Combined Heat and Power, Commercial Power",Other,"9,367"
2001,1,VA,"Combined Heat and Power, Commercial Power",Total,"61,967"
2001,1,VA,"Combined Heat and Power, Industrial Power",Coal,"79,169"
2001,1,VA,"Combined Heat and Power, Industrial Power",Petroleum,"13,908"
2001,1,VA,"Combined Heat and Power, Industrial Power",Natural Gas,"12,926"
2001,1,VA,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,149
2001,1,VA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"109,349"
2001,1,VA,"Combined Heat and Power, Industrial Power",Other Biomass,172
2001,1,VA,"Combined Heat and Power, Industrial Power",Other,331
2001,1,VA,"Combined Heat and Power, Industrial Power",Total,"216,004"
2001,1,VT,Total Electric Power Industry,Petroleum,"14,714"
2001,1,VT,Total Electric Power Industry,Natural Gas,"2,700"
2001,1,VT,Total Electric Power Industry,Nuclear,"391,996"
2001,1,VT,Total Electric Power Industry,Hydroelectric Conventional,"96,687"
2001,1,VT,Total Electric Power Industry,Wind,"1,377"
2001,1,VT,Total Electric Power Industry,Wood and Wood Derived Fuels,"40,732"
2001,1,VT,Total Electric Power Industry,Total,"548,206"
2001,1,VT,"Electric Generators, Electric Utilities",Petroleum,"14,714"
2001,1,VT,"Electric Generators, Electric Utilities",Natural Gas,"2,700"
2001,1,VT,"Electric Generators, Electric Utilities",Nuclear,"391,996"
2001,1,VT,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"30,193"
2001,1,VT,"Electric Generators, Electric Utilities",Wind,"1,377"
2001,1,VT,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,"23,491"
2001,1,VT,"Electric Generators, Electric Utilities",Total,"464,471"
2001,1,VT,"Electric Generators, Independent Power Producers",Nuclear,0
2001,1,VT,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"64,688"
2001,1,VT,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"15,257"
2001,1,VT,"Electric Generators, Independent Power Producers",Total,"79,945"
2001,1,VT,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,"1,806"
2001,1,VT,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"1,984"
2001,1,VT,"Combined Heat and Power, Industrial Power",Total,"3,790"
2001,1,WA,Total Electric Power Industry,Coal,"830,616"
2001,1,WA,Total Electric Power Industry,Petroleum,"226,974"
2001,1,WA,Total Electric Power Industry,Natural Gas,"754,367"
2001,1,WA,Total Electric Power Industry,Nuclear,"842,334"
2001,1,WA,Total Electric Power Industry,Hydroelectric Conventional,"5,545,110"
2001,1,WA,Total Electric Power Industry,Wood and Wood Derived Fuels,"103,588"
2001,1,WA,Total Electric Power Industry,Other Biomass,"10,809"
2001,1,WA,Total Electric Power Industry,Other,"4,204"
2001,1,WA,Total Electric Power Industry,Total,"8,318,002"
2001,1,WA,"Electric Generators, Electric Utilities",Petroleum,"147,013"
2001,1,WA,"Electric Generators, Electric Utilities",Natural Gas,"379,778"
2001,1,WA,"Electric Generators, Electric Utilities",Nuclear,"842,334"
2001,1,WA,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"5,525,075"
2001,1,WA,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,"34,453"
2001,1,WA,"Electric Generators, Electric Utilities",Total,"6,928,653"
2001,1,WA,"Electric Generators, Independent Power Producers",Coal,"825,562"
2001,1,WA,"Electric Generators, Independent Power Producers",Petroleum,"2,224"
2001,1,WA,"Electric Generators, Independent Power Producers",Natural Gas,28
2001,1,WA,"Electric Generators, Independent Power Producers",Hydroelectric Conventional,"14,350"
2001,1,WA,"Electric Generators, Independent Power Producers",Wood and Wood Derived Fuels,"4,103"
2001,1,WA,"Electric Generators, Independent Power Producers",Other Biomass,"8,125"
2001,1,WA,"Electric Generators, Independent Power Producers",Other,"4,204"
2001,1,WA,"Electric Generators, Independent Power Producers",Total,"858,596"
2001,1,WA,"Combined Heat and Power, Electric Power",Petroleum,"72,724"
2001,1,WA,"Combined Heat and Power, Electric Power",Natural Gas,"317,486"
2001,1,WA,"Combined Heat and Power, Electric Power",Other Biomass,823
2001,1,WA,"Combined Heat and Power, Electric Power",Total,"391,033"
2001,1,WA,"Combined Heat and Power, Commercial Power",Coal,"1,463"
2001,1,WA,"Combined Heat and Power, Commercial Power",Natural Gas,"2,187"
2001,1,WA,"Combined Heat and Power, Commercial Power",Hydroelectric Conventional,"5,406"
2001,1,WA,"Combined Heat and Power, Commercial Power",Total,"9,056"
2001,1,WA,"Combined Heat and Power, Industrial Power",Coal,"3,591"
2001,1,WA,"Combined Heat and Power, Industrial Power",Petroleum,"5,013"
2001,1,WA,"Combined Heat and Power, Industrial Power",Natural Gas,"54,888"
2001,1,WA,"Combined Heat and Power, Industrial Power",Hydroelectric Conventional,279
2001,1,WA,"Combined Heat and Power, Industrial Power",Wood and Wood Derived Fuels,"65,032"
2001,1,WA,"Combined Heat and Power, Industrial Power",Other Biomass,"1,861"
2001,1,WA,"Combined Heat and Power, Industrial Power",Total,"130,664"
2001,1,WI,Total Electric Power Industry,Coal,"3,859,037"
2001,1,WI,Total Electric Power Industry,Petroleum,"40,676"
2001,1,WI,Total Electric Power Industry,Natural Gas,"89,116"
2001,1,WI,Total Electric Power Industry,Nuclear,"1,122,915"
2001,1,WI,Total Electric Power Industry,Hydroelectric Conventional,"139,435"
2001,1,WI,Total Electric Power Industry,Wind,"4,482"
2001,1,WI,Total Electric Power Industry,Wood and Wood Derived Fuels,"69,618"
2001,1,WI,Total Electric Power Industry,Other Biomass,"23,221"
2001,1,WI,Total Electric Power Industry,Other,"15,011"
2001,1,WI,Total Electric Power Industry,Total,"5,363,511"
2001,1,WI,"Electric Generators, Electric Utilities",Coal,"3,753,298"
2001,1,WI,"Electric Generators, Electric Utilities",Petroleum,"19,471"
2001,1,WI,"Electric Generators, Electric Utilities",Natural Gas,"43,758"
2001,1,WI,"Electric Generators, Electric Utilities",Nuclear,"1,122,915"
2001,1,WI,"Electric Generators, Electric Utilities",Hydroelectric Conventional,"125,580"
2001,1,WI,"Electric Generators, Electric Utilities",Wind,"4,482"
2001,1,WI,"Electric Generators, Electric Utilities",Wood and Wood Derived Fuels,"4,027"
